Category,Name,Address,Phone,Email,Website,Rating,Reviews,Google Maps URL
Financial Planners - Simcoe County,A. Jones Wealth & Estate Planning Inc.,"40 Clapperton St, Barrie, ON L4M 3E7, Canada",+1 705-721-0450,officeadmin@ajwep.ca,https://aljones.ca/,5,1,https://www.google.com/maps/search/?api=1&query=A.%20Jones%20Wealth%20%26%20Estate%20Planning%20Inc.&query_place_id=ChIJwZUrLCmjKogRi8E14x_smpQ
Financial Planners - Simcoe County,IG Wealth Management,"55 Mulcaster St Suite 420, Barrie, ON L4M 0J4, Canada",+1 705-719-6773,,https://www.ig.ca/en/office/BarrieYork-Simcoe,4.6,7,https://www.google.com/maps/search/?api=1&query=IG%20Wealth%20Management&query_place_id=ChIJDR_h-za8KogRlFB-QzcHxqQ
Financial Planners - Simcoe County,Gane Financial,"80 Mary St, Barrie, ON L4N 1T1, Canada",+1 705-733-9595,,http://ganefinancial.com/,5,80,https://www.google.com/maps/search/?api=1&query=Gane%20Financial&query_place_id=ChIJ51pRjCmjKogRag650oJVJ9Q
Financial Planners - Simcoe County,Lilley Financial Group,"17 Martin St, Hillsdale, ON L0L 1V0, Canada",+1 705-835-7542,info@lilleyfinancial.ca,https://lilleyfg.ca/,5,2,https://www.google.com/maps/search/?api=1&query=Lilley%20Financial%20Group&query_place_id=ChIJkWpbKVjKKk0RVOqxBXpMSGE
Financial Planners - Simcoe County,Sun Life Financial Barrie-Simcoe-Muskoka,"62 Commerce Park Dr, Barrie, ON L4N 8W8, Canada",+1 705-737-3552,,,2.3,3,https://www.google.com/maps/search/?api=1&query=Sun%20Life%20Financial%20Barrie-Simcoe-Muskoka&query_place_id=ChIJZY7MkTe8KogRpl8mW0eld8I
Financial Planners - GTA,Merrick Financial | Advice Only Financial Planners,"53 Coleridge Ave, East York, ON M4C 4H4, Canada",+1 437-320-1672,info@merrickfinancial.ca,http://www.merrickfinancial.ca/,4.9,79,https://www.google.com/maps/search/?api=1&query=Merrick%20Financial%20%7C%20Advice%20Only%20Financial%20Planners&query_place_id=ChIJcaM4sCrN1IkR9I8CxPVgexY
Financial Planners - GTA,Objective Financial Partners Inc.,"East Tower, 675 Cochrane Dr 6th floor, Markham, ON L3R 0B8, Canada",+1 416-691-8471,"info@objectivecfp.com, info@objectivefinancialpartners.com",http://objectivefinancialpartners.com/,5,146,https://www.google.com/maps/search/?api=1&query=Objective%20Financial%20Partners%20Inc.&query_place_id=ChIJi_ArfksrK4gRMoeeL_MjSiQ
Financial Planners - GTA,Stonewater Financial Group,"1 York St 27th Floor, Toronto, ON M5J 0A6, Canada",+1 647-884-3533,"dave.giles@sunlife.com, karissa.binns@sunlife.com, jonathan.fiore@sunlife.com",https://advisor.sunlife.ca/stonewater.financial.group,5,79,https://www.google.com/maps/search/?api=1&query=Stonewater%20Financial%20Group&query_place_id=ChIJmb2favI1K4gRuNvvsYYkYmQ
Financial Planners - GTA,Novel Wealth,"25A Morrow Ave Suite 202, Toronto, ON M6R 2H9, Canada",+1 416-203-9500,"novel@novel-wealth.com, Katie@novel-wealth.com, Ryan@novel-wealth.com",https://www.novel-wealth.com/,5,254,https://www.google.com/maps/search/?api=1&query=Novel%20Wealth&query_place_id=ChIJCQ7YNtc1K4gRXPUwJJO5-Q0
Financial Planners - GTA,The McClelland Financial Group,"East Tower, 675 Cochrane Dr Suite 701, Markham, ON L3R 0B8, Canada",+1 905-771-5200,tmfg@assante.com,https://tmfg.ca/?utm_source=google&utm_medium=organic&utm_campaign=GMB,5,140,https://www.google.com/maps/search/?api=1&query=The%20McClelland%20Financial%20Group&query_place_id=ChIJ5fclZYosK4gRbDJ-i3z0GdI
Financial Planners - GTA,Flatiron Wealth Management Inc.,"49 Wellington St E #400, Toronto, ON M5E 1C9, Canada",+1 416-363-8880,"andrew@flatironwealth.com, catherine@qwealth.com, christian@flatironwealth.com",http://www.flatironwealth.com/,5,87,https://www.google.com/maps/search/?api=1&query=Flatiron%20Wealth%20Management%20Inc.&query_place_id=ChIJZXFhHS7L1IkRpnzT89G2tmA
Financial Planners - GTA,Wealth & Estate Financial Canada Inc.,"218 Export Blvd Suite 411, Mississauga, ON L5S 0A7, Canada",+1 905-232-9332,"seema.sharma@wefci.com, info@wefci.com, seema@wefci.com",http://wefci.com/,4.9,45,https://www.google.com/maps/search/?api=1&query=Wealth%20%26%20Estate%20Financial%20Canada%20Inc.&query_place_id=ChIJlzwW_8pAK4gRDfObMtB4wOY
Financial Planners - GTA,Buxton Financial For Retirement,"First Canadian Place, 100 King St W Suite 5600, Toronto, ON M5X 1C9, Canada",+1 416-628-4502,letschat@buxtonfinancial.ca,http://www.buxtonfinancial.ca/,4.9,48,https://www.google.com/maps/search/?api=1&query=Buxton%20Financial%20For%20Retirement&query_place_id=ChIJDw5V8m8tK4gRZ-BgM8nRlPY
Financial Planners - GTA,Legacy Financial,"287 Port Union Rd, Scarborough, ON M1C 2L3, Canada",+1 416-738-9721,"info@legacy-financial.ca, trevor@legacy-financial.ca",http://www.legacy-financial.ca/,5,87,https://www.google.com/maps/search/?api=1&query=Legacy%20Financial&query_place_id=ChIJJxBecLHU1IkRk5RlSxqXco8
Financial Planners - GTA,Shah Financial Planning Inc.,"10 Great Gulf Dr Suite 208, Concord, ON L4K 0K7, Canada",+1 905-669-5000,"info@shahfinancial.ca, Ekta@ShahFinancial.ca, ekta@shahfinancial.ca",http://www.shahfinancial.ca/,5,56,https://www.google.com/maps/search/?api=1&query=Shah%20Financial%20Planning%20Inc.&query_place_id=ChIJ9YIxVQMvK4gRwaJuCo37JoY
Financial Planners - GTA,Vida Financial Group Inc.,"1 High Meadow Pl Unit 8, 2nd Floor, North York, ON M9L 2Z5, Canada",+1 647-725-9663,"hello@vidafg.ca, kevin.moniz@vidafg.ca, faith.jonkman@vidafg.ca",http://www.vidafg.ca/,5,51,https://www.google.com/maps/search/?api=1&query=Vida%20Financial%20Group%20Inc.&query_place_id=ChIJ8fI1fkIVK4gRs3DwRBZnMYA
Financial Planners - GTA,Hudson Wealth & Trust Planning Group Inc - John Lysack,"325 Front St W 2nd Floor, Toronto, ON M5V 2Y1, Canada",+1 647-403-4233,"contact@hudsonwealth.ca, percy.pierre@hudsonwealth.ca, daniel.carroll@hudsonwealth.ca",https://hudsonwealth.ca/,5,32,https://www.google.com/maps/search/?api=1&query=Hudson%20Wealth%20%26%20Trust%20Planning%20Group%20Inc%20-%20John%20Lysack&query_place_id=ChIJ6-oSSoc1K4gR-26ttFypNJc
Financial Planners - GTA,"David Corrado, CFP - Certified Financial Planner","7300 Keele St Suite 103, Vaughan, ON L4K 0E5, Canada",+1 416-637-7220,,https://investia.ca/en/fiche-conseiller/conseiller/david-corrado,5,21,https://www.google.com/maps/search/?api=1&query=David%20Corrado%2C%20CFP%20-%20Certified%20Financial%20Planner&query_place_id=ChIJJ0KUlec5K4gRu3qxOTGgIG0
Financial Planners - GTA,Ferguson Financial Planning | CI Assante Wealth Management Ltd.,"350 Burnhamthorpe Rd W Suite 500, Mississauga, ON L5B 3J1, Canada",+1 905-277-7933,,https://www.fergusonfinancialplanning.com/?utm_source=google_my_business&utm_medium=google_search&utm_campaign=google_my_business_profile,4.9,72,https://www.google.com/maps/search/?api=1&query=Ferguson%20Financial%20Planning%20%7C%20CI%20Assante%20Wealth%20Management%20Ltd.&query_place_id=ChIJF1P5OBlHK4gR8L6RURXYNcE
Financial Planners - GTA,"Anna Knight, CFP - Personal Finance Experts & Founder Simplicity Financial Financial Advisor / Desjardins Independent Network","5070 Dixie Rd, Mississauga, ON L4W 1C9, Canada",+1 905-276-9456 ext. 4422,"info@simplicityfinancial.ca, annak@simplicityfinancial.ca, maria.foreman@dfsin.ca",http://www.simplicityfinancial.ca/,4.7,12,https://www.google.com/maps/search/?api=1&query=Anna%20Knight%2C%20CFP%20-%20Personal%20Finance%20Experts%20%26%20Founder%20Simplicity%20Financial%20Financial%20Advisor%20%2F%20Desjardins%20Independent%20Network&query_place_id=ChIJq8UCrNw5K4gRExqId1txhyA
Financial Planners - GTA,West End Wealth Planning - IPC Securities Corporation | Paul Barreca,"5399 Eglinton Ave W Suite 206, Etobicoke, ON M9C 5K6, Canada",+1 416-640-9990,,http://www.westendwealth.com/,5,36,https://www.google.com/maps/search/?api=1&query=West%20End%20Wealth%20Planning%20-%20IPC%20Securities%20Corporation%20%7C%20Paul%20Barreca&query_place_id=ChIJB0uT3rM5K4gRFOtO3tl8jo4
Financial Planners - GTA,CFS Wealth Management Inc.,"9131 Keele St Unit A4, Vaughan, ON L4K 0G7, Canada",(888) 451-6133,,http://www.cfswealth.ca/,5,319,https://www.google.com/maps/search/?api=1&query=CFS%20Wealth%20Management%20Inc.&query_place_id=ChIJZ1sPtRorK4gR-iegU8pXI3U
Financial Planners - GTA,Bellwether Family Wealth | North York | Beaches Financial Group,"170 The Donway W Suite 205, North York, ON M3C 2E8, Canada",+1 416-690-0911,"beaches@bellvest.ca, chris.jardine@bellvest.ca, mark.parlee@bellvest.ca",http://www.bellvest.ca/family-wealth-beaches/,5,49,https://www.google.com/maps/search/?api=1&query=Bellwether%20Family%20Wealth%20%7C%20North%20York%20%7C%20Beaches%20Financial%20Group&query_place_id=ChIJd5CJqGLN1IkR9NQlzctVZpo
Financial Planners - GTA,Pinnacle Reliance Financial Planning Inc.,"376 Lady Valentina Ave, Vaughan, ON L6A 4T9, Canada",+1 647-919-2129,"jun.chen@pinnaclereliance.com, JUN.CHEN@PINNACLERELIANCE.COM",http://www.pinnaclereliance.com/,5,39,https://www.google.com/maps/search/?api=1&query=Pinnacle%20Reliance%20Financial%20Planning%20Inc.&query_place_id=ChIJbZhBtAUpK4gRH3lLpOXlnK8
Financial Planners - GTA,SG Wealth Management,"7030 Woodbine Ave #500, Markham, ON L3R 6G2, Canada",+1 647-889-7290,,https://sgwealth.ca/,5,81,https://www.google.com/maps/search/?api=1&query=SG%20Wealth%20Management&query_place_id=ChIJN81j4fXV1IkRadGh0hkE-F0
Accountants - GTA,GTA Professional Accounting,"250 Consumers Rd, North York, ON M2J 4V6, Canada",+1 416-900-3826,"tax@gtaaccounting.ca, steve@gtaaccounting.ca, tax@gtaaccountinggroup.com",https://www.gtaaccounting.ca/tax-accountant-toronto,4.9,1205,https://www.google.com/maps/search/?api=1&query=GTA%20Professional%20Accounting&query_place_id=ChIJ5zS92rbT1IkRtMiykK-GGtk
Accountants - GTA,GTA Accounting Downtown Toronto,"260 Spadina Ave. #504, Toronto, ON M5T 2E4, Canada",+1 416-900-3826,"tax@gtaaccounting.ca, deep@gtaaccounting.ca, k.nathan@gtaaccounting.ca",https://www.gtaaccounting.ca/downtown-toronto/,4.4,58,https://www.google.com/maps/search/?api=1&query=GTA%20Accounting%20Downtown%20Toronto&query_place_id=ChIJj0S9Hsk1K4gRIkzlOCDiOkM
Accountants - GTA,GTA Accounting Mississauga,"5770 Duplicate Hurontario St Suite 102, Mississauga, ON L5R 3G5, Canada",+1 416-900-3826,"tax@gtaaccounting.ca, deep@gtaaccounting.ca, k.nathan@gtaaccounting.ca",https://www.gtaaccounting.ca/tax-accountant-mississauga/,4.6,412,https://www.google.com/maps/search/?api=1&query=GTA%20Accounting%20Mississauga&query_place_id=ChIJCTtLtpk5K4gRJAwZW-Cg5yI
Accountants - GTA,Ontario Tax Services & Accounting Solutions,"2300 Lawrence Ave E #3, Scarborough, ON M1P 2R2, Canada",+1 416-901-0500,"tax@otsas.ca, inquiry@otsas.ca, info@umcreatives.com",https://ontariotaxaccounting.ca/,4.9,150,https://www.google.com/maps/search/?api=1&query=Ontario%20Tax%20Services%20%26%20Accounting%20Solutions&query_place_id=ChIJW_s4OdjR1IkRtm4bLGCOq2I
Accountants - GTA,Faris CPA,"255 Duncan Mill Rd #604, North York, ON M3B 3H9, Canada",(844) 340-5771,info@fariscpa.com,https://fariscpa.com//?utm_source=GMB&utm_medium=organic&utm_campaign=gmb-website,5,378,https://www.google.com/maps/search/?api=1&query=Faris%20CPA&query_place_id=ChIJ1_iL01rS1IkRisKv49VLAak
Accountants - GTA,Leonard Tam CPA Team - Toronto Small Business Accountant,"Two Morneau Shepell Centre, 895 Don Mills Rd. Suite 900, North York, ON M3C 1W3, Canada",+1 437-500-6494,"//www.google.com/maps/place/Leonard+Tam+CPA+Team+-+Toronto+Small+Business+Accountant/@43.7792863, info@leonardtam.com, lt@leonardtam.com",http://leonardtam.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.8,138,https://www.google.com/maps/search/?api=1&query=Leonard%20Tam%20CPA%20Team%20-%20Toronto%20Small%20Business%20Accountant&query_place_id=ChIJ_-aINdLM1IkRUY9XscAAq5A
Accountants - GTA,"Orbit Accountants Toronto, Canada","161 Bay St. #2700, Toronto, ON M5J 2S1, Canada",(844) 654-2889,"info@orbitaccountants.ca, info@orbitaccountants.com",https://orbitaccountants.ca/local/toronto-bookkeeping,4.9,40,https://www.google.com/maps/search/?api=1&query=Orbit%20Accountants%20Toronto%2C%20Canada&query_place_id=ChIJJf3-NlM1K4gRep1_zo7sE1A
Accountants - GTA,Filing Taxes | Accountant Toronto,"401 Bay St. Suite 1600, Toronto, ON M5H 2Y4, Canada",+1 416-479-8532,"tax@filingtaxes.ca, Tax@filingtaxes.ca",https://filingtaxes.ca/,4.8,197,https://www.google.com/maps/search/?api=1&query=Filing%20Taxes%20%7C%20Accountant%20Toronto&query_place_id=ChIJ8XTjscU1K4gRZeR2xyk0UJ8
Accountants - GTA,Tax & Accounting - Arvind Grover CPA PC,"268 Derry Rd W #204, Mississauga, ON L5W 0H6, Canada",+1 647-401-1700,"tax@arvindcpa.com, savetax@arvindcpa.com",https://arvindcpa.com/,5,292,https://www.google.com/maps/search/?api=1&query=Tax%20%26%20Accounting%20-%20Arvind%20Grover%20CPA%20PC&query_place_id=ChIJtUnbHkEVK4gRwmC6UiY6HAI
Accountants - GTA,SAL ACCOUNTING,"330 Bay St. Unit 1401, Toronto, ON M5J 0B6, Canada",+1 416-848-8470,"tax@salaccounting.ca, Tax@salaccounting.ca",http://salaccounting.ca/?&utm_source=google&utm_medium=organic&utm_campaign=gbp-toronto-website-link,5,86,https://www.google.com/maps/search/?api=1&query=SAL%20ACCOUNTING&query_place_id=ChIJpzSDZOQ1K4gR5x8FvfkFgcE
Accountants - GTA,Gondaliya CPA | AFFORDABLE Corporation Tax Accountant | Affordable Accounting Firm for Corporate Tax Filing,"168 Simcoe St Unit 1118, Toronto, ON M5H 4C9, Canada",+1 647-212-9559,"info@gondaliyacpa.ca, sharad@gondaliyacpa.ca, vandana@gondaliyacpa.ca",http://gondaliyacpa.ca/,5,761,https://www.google.com/maps/search/?api=1&query=Gondaliya%20CPA%20%7C%20AFFORDABLE%20Corporation%20Tax%20Accountant%20%7C%20Affordable%20Accounting%20Firm%20for%20Corporate%20Tax%20Filing&query_place_id=ChIJGXtw9M09FQkR0Dzf9azqCGA
Accountants - GTA,SAL ACCOUNTING,"55 Village Centre Pl Suite 734, Mississauga, ON L4Z 1V9, Canada",+1 416-848-8470,"tax@salaccounting.ca, Tax@salaccounting.ca",https://salaccounting.ca/mississauga/?&utm_source=google&utm_medium=organic&utm_campaign=gbp-mississauga-website-link,4.9,112,https://www.google.com/maps/search/?api=1&query=SAL%20ACCOUNTING&query_place_id=ChIJNbtTTXpvK4gRJM4RBBVBksc
Accountants - GTA,GTA Professional Accounting | TaxMisers,"1056 Wilson Ave, North York, ON M3K 1G6, Canada",+1 416-398-2937,,http://www.taxmisers.com/,4.2,33,https://www.google.com/maps/search/?api=1&query=GTA%20Professional%20Accounting%20%7C%20TaxMisers&query_place_id=ChIJBctlDoMxK4gRMqgoeXT4XkI
Accountants - GTA,Optimal Accounting & Tax Solutions,"70 Jutland Rd Unit 17, Second Floor, Etobicoke, ON M8Z 0G7, Canada",+1 416-887-2122,info@optimaltax.ca,http://www.optimaltax.ca/,4.9,51,https://www.google.com/maps/search/?api=1&query=Optimal%20Accounting%20%26%20Tax%20Solutions&query_place_id=ChIJfen8TU5HK4gRSu67mW2EvVk
Accountants - GTA,Capstone LLP Chartered Professional Accountants,"1446 Don Mills Rd., North York, ON M3B 3N3, Canada",+1 416-551-0760,,https://www.capstonellp.ca/,5,50,https://www.google.com/maps/search/?api=1&query=Capstone%20LLP%20Chartered%20Professional%20Accountants&query_place_id=ChIJK-U3lAvN1IkRnOWDHiUpC7I
Accountants - GTA,Maroof HS CPA Professional Corporation,"320 Bay St. Suite 101, Off 469, Toronto, ON M5H 4A6, Canada",+1 647-724-4308,"Canada@MaroofHS.com, Canada@Maroofhs.com, Canada@maroofhs.com",http://www.maroofhs.com/,4.9,154,https://www.google.com/maps/search/?api=1&query=Maroof%20HS%20CPA%20Professional%20Corporation&query_place_id=ChIJU5Y-fpE7K4gRZyKLAw1Ly0w
Accountants - GTA,MiAccounting & Income Tax Inc.,"2447 Yonge St 2nd Floor, Toronto, ON M4P 2E7, Canada",+1 647-727-9684,info@miaccounting.ca,https://www.miaccounting.ca/,4.8,224,https://www.google.com/maps/search/?api=1&query=MiAccounting%20%26%20Income%20Tax%20Inc.&query_place_id=ChIJjTov04wvK4gRn7zg8hgRH44
Accountants - GTA,CPA4IT,"180 John St Suite 100, Toronto, ON M5T 1X5, Canada",(844) 731-0601,"contact@cpa4it.ca, Contact@CPA4IT.ca, Nicholasangela319@gmail.com",https://cpa4it.ca/contact/?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.5,176,https://www.google.com/maps/search/?api=1&query=CPA4IT&query_place_id=ChIJYc7d8VLL1IkRxTX0hfUe2fk
Accountants - GTA,Muhammad Nasrullah CPA Professional Corporation,"2365 Finch Ave W, North York, ON M9M 2C6, Canada",+1 416-748-0817,"muhammad@nasrullahcga.com, Muhammad@nasrullahcga.com",https://nasrullahcga.com/,4.9,204,https://www.google.com/maps/search/?api=1&query=Muhammad%20Nasrullah%20CPA%20Professional%20Corporation&query_place_id=ChIJXTgTcRMwK4gRO4ng4jDJAV8
Accountants - GTA,Lotus Accounting Professional Corporation,"305 Milner Ave Suite 304, Scarborough, ON M1B 3V4, Canada",+1 416-904-2013,,http://www.lotusaccounting.ca/,4.9,77,https://www.google.com/maps/search/?api=1&query=Lotus%20Accounting%20Professional%20Corporation&query_place_id=ChIJt-SQWmfX1IkRDhii_5f_m4g
